File solutions-new/wines/vns/solution2.csv
elapsed_time;max_gen_reached
82.835904;True
const;corr_threshold;dt;elsize;funcs;invert;k;lang;max_iter;max_no_improv;maxs;metric;mins;n_neighborhood;seed;time;verbose
1;0.75;1;10;abc;0;3;en;300;0.2;50;c;3;3;5;7200;False
Elite
evaluation;0;1;10;11;2;3;4;5;6;7;8;9
0.698179;1;0;0;1;0;1;0;0;0;0;0;0
0.666886;0;0;0;1;0;0;1;0;0;1;0;0
0.660529;1;0;0;0;0;1;0;0;1;0;0;0
0.649208;0;1;1;0;0;0;0;0;0;0;0;1
0.647514;0;0;0;0;0;1;0;0;1;0;0;1
0.637756;0;0;0;1;0;0;0;0;0;1;0;1
0.637094;0;0;0;0;0;1;0;0;1;1;0;0
0.631337;1;0;1;0;0;1;0;0;0;0;0;0
0.628674;0;1;0;0;0;1;0;0;1;0;0;0
0.626400;1;0;0;0;0;1;0;0;1;0;0;1
Mean;Std;It_total;It_best;Time_best;Number_solutions_hash;Hash_access;Hash_add
0.64836;0.02091;9;3;46.845653772354126;474;6358;474
